mandarin,wu
改天再聊！,改天再聊！
每天只能靠电话联系！,每天只能靠电话联系！
骗人不要骗自己,骗拧伐要骗自家
所以我禁白酒！,所以吾禁白酒！
玩得别太晚了早点回去休息 晚安 明月,孛相得伐要太晚了早点回去休息晚安明月
开不起玩笑的家伙,开伐起玩笑呃家伙
呵呵 不就害怕你老婆吃醋呢么？,呵呵 伐就怕那老婆吃醋了呢？
刚和妈妈出去了 怎么了？我现上网,刚刚特呣妈出去了哪能啦？吾现在要上网
睡不着啊 你呢怎么也睡不着吗,困伐着啊侬哪能还困伐着吗
你不是没钱了吗？,侬伐是没钞票了吗？
走我们自己的路叫别人说去吧,走阿拉自家呃路让拧家去讲吧
怎么了 和你开玩笑呢,哪能了 帮侬开玩笑呢
亲爱的宝贝，生日快乐呦！,亲爱的宝贝，生日快乐！
没什么 逗你玩呢？,没啥，逗侬孛相呢？
少来拉 我睡觉拉,少来啦吾困觉啦
什么意思 你那里面人多是不是,撒意思拉 侬辣里向拧多阿是呃
睡香香哈明天见,困香香啊明朝会
而且有时候脑子还不好使。,有辰光脑子也伐灵光
反正我又待不了几年了！,反正吾又待伐了几年了！
傻瓜 我怎么去,戆度吾哪能去
就不知道发个信息啊,就伐晓得发只信息啊
小考！！小考也不可以,小考！！小考啊伐唻塞
手机快没电乐！,手机快没电了！
恩，我知道了 你赶快睡吧！,恩，吾晓得了侬赶快困伐！
我先睡了啊明天还要赶路呢,吾先困了，明朝还要出发了
嗨，亲你那你最受不了？,嗨，亲侬啊里的侬最吃伐消？
妹妹你是我的一切,阿妹侬是吾呃一切
级努力学习的,级努力学习呃
好的。那我睡觉了，明天打电话联系。,好呃。葛末吾困觉了，明朝打电话联系。
你那么年轻 我真没想到跟你联系。,侬年轻噶轻 吾真呃没想到跟侬联系。
知道了 他要玩我又不能不让他玩,晓得了 伊要孛相吾又伐能伐让伊孛相
你们买烟吗,那买烟伐
我都睡觉勒！,吾侪困觉了！
是太有聊了八我,是忒有聊了拨吾
你不要再拿这些事来稿了行不行？,侬伐要再拿搿些事体来搞了好伐
况且我好象也没比你长多少知识！,何况吾好象也没比侬长多少知识！
晚了，我求你的时候你不要我,晚了，吾求侬呃辰光侬伐吾
我欺骗你什么了,吾欺骗侬撒物事喃
你听我的话，我不会害你吧,侬听吾呃闲话，吾伐会得害侬呃伐。
呵 开玩笑的 睡觉吧！一点了,呵 打碰呃 困觉伐！一点了
是呀！你以为我在和你开玩笑是吗？,是呃呀！侬以为吾跟侬勒开玩笑啊
是啊 又转到金桥了,是呃呀 又转到金桥了
不说我怎么能知道，怎么帮你呢,伐讲吾哪能晓得，哪能帮侬呢
不要再伤害我了行吗？,伐要再伤害吾了可以伐？
我会好好对你，真的！,吾会好好对侬呃，真呃！
葫子 老实啊 怎么了 我没说什么啊,葫子 老实啊 哪能啦吾没讲啥
你就这么挂了不想和我说话你就挂,侬就搿能介挂了伐想帮吾讲闲话侬就挂
我睡了，你不要来。,吾困觉了，侬伐要来。
宝贝 我吃完啦！,宝贝，吾吃光啦！
我真的不知道给你回复什么,吾真呃伐晓得拨弄回复啥
亲爱的 别生气了好吗,达令 伐生气了好伐
那你自己看我累了你一点不考虑我,那侬自家看吾吃力了侬一点也伐考虑吾啊
阴历 我现在很好！,阴历 吾现在老好！
你准备让我见哪些地方？,侬准备让吾见撒地方？
要不你下班后我们再去？,葛末侬下班之后阿拉再去？
还好吧！我现在唯一的消遣就是看电视,葛末还好伐！吾现在唯一呃消遣就是看看电视
恩！么事干就都回了啊！,嗯！没事体做 葛末就侪回来啊！
喝就喝吗，我不管你,吃就吃，伐管侬
回个信息好吗宝贝蛋,回个信息好伐宝贝
这两天一路坐公交车都看,搿两天一路上坐公交车都可以
你开车小心点亲爱的，别让我为你担心！,侬开车子小心点亲爱呃，伐让吾为侬担心！
我刚吃药，过敏了，不舒服，先睡了。,吾刚刚吃过药，过敏了，伐色一，先去困勒。
不会那么小气吧！不要吗！好吗,伐会的介小气伐！伐嘛好伐啦
那你烦啥 在房子睡觉,葛侬烦啥 辣房间里困觉
算了，我是不是没认识你的缘份 ？,算了，吾是伐是没认得侬呃缘份？
你以为我不知道，把我当傻瓜。,侬以为吾伐晓得，把吾当傻瓜。
尊重自己还是知道呢，么和尔开玩笑。,尊重自家还是晓得呃呢，没特侬开玩笑。
上的呢阿 钱都交完了,上呃呢，钞票侪钱交光了
亲爱的，今晚没去唱歌吧？,亲爱呃，今朝夜里相没去唱歌伐？
哦！我没有听到了。,哦！吾没听到了。
我不会把你卖了！,吾伐会的帮侬卖忒呃！
嗯 会的 希望你开心,嗯 会呃 希望侬开心
你是不是饿了啊。有没有东西吃点在睡阿,侬是伐是肚皮饿了。有伐有吃眼东西困觉啊
乌鲁济我在库尔勒,乌鲁济吾辣该库尔勒
也许我真的因该做好男人！,也许吾真呃应该做好男拧！
恩，到家给我短信哦。,恩，到屋里特吾发消息。
恩！莫雪马上就上去了！她正在要小费,恩！莫雪马上就上去了！伊正要要小费
能说心里话对我的感觉吗,能讲心里闲话对吾呃感觉吗
想静一下吗。好的,想静一下。好伐
为什么要这快睡觉啊！,为啥要介快困觉啊！
那伲说锕 你卜讲莪怎么知道？,葛末侬讲呀侬伐讲吾哪能晓得？
明天你给我优盘我直接拷给你吧！,明朝侬拨吾优盘吾直接拷拨侬伐！
我让你复习资料你也不听我的！,吾让侬复习资料侬啊伐听吾呃！
明早要叫我呀 爱你！,明朝要叫吾呀爱侬
怎么还没睡着 宝宝也想猪头,哪能还没困着 宝宝也想猪头
住了29标，八间观景房，其余的是标间,除了二十九标，八间观景房，其它呃侪是标间
美女号发两个撤我喧一哈撒,美女号头发两个呀吾喧一记
它还要哄呢嘛？？,伊还要啥？？
我只有在这等,吾只有勒搿的等。
你是怎么想的还想和他谈吗？,侬是哪能想呃还想寻伊谈伐？
我很想再问你一次！,吾老想再问侬一答！
打电话也不接，你有什么办法吗？,打电话也伐接，侬有啥办法伐？
除了告诉你我不知道该对谁说,除特告诉侬吾伐晓得该对撒拧讲
感觉我在和不在没有太大的区别！,感觉吾辣该和伐辣该没太大呃区别！
民警说留下电话吧！,民警讲帮电话留下来！
还没合好吗嫂子？,还没合好吗嫂子？
你小子不说下就睡觉了吗,侬小赤佬伐讲一记就困了。
你那么较真的问我 我怎么回答,侬噶顶真呃问吾吾哪能回答
我躺在床上等你了，你快点嘛！,吾躺勒床哴向等侬了，浓快点嘛！
我想起去年你也接过我。,吾想起来去年侬啊接过吾。
翟静说她过几天来石河子！,翟静讲伊过几天来石河子！
老婆我抱你睡吧！,老婆吾抱着侬困伐！
祢知道乐？祢懂撒？孩子 祢知道撒啦？,侬晓得啦？侬懂撒？小旁友，侬晓得撒啦？
我没功夫跟你瞎扯了，晚安！,吾没辰光帮侬聊天了，晚安！
也就算我看清一个人了。,也就算吾看清一个拧了。
我刚开完会，你睡觉了吗？,吾刚开好会，侬困觉了伐？
今天怎么想起我了 你在那,今朝哪能想起吾了，侬在呢
你为什么不喝什不是看不起我老乡,侬哪能伐喝啊？伐是看伐起吾老乡
谈不上什么阴影！,谈伐上啥物事阴影！
明天干啥呢，有没有事,明朝准备组撒，有啥事体伐
是不是你在线哦,是伐是侬辣海线上啊
呢你就给我讲讲为什么心情不好啊,侬就帮吾讲讲为啥心情伐好啊
恩和硕离这远吗,恩跟硕离搿远伐
我一起来一看没人了！,吾一起来一看没宁了！
错 如果你也听说,错，如果侬也听讲
睡着了吗？有时间聊吗？,困着了伐？有辰光聊伐？
我心里不舒畅，调整不过来。,吾心里伐色一，调整伐过来。
哎，我觉得好处嘛。,哎，吾觉着有好处。
我给老表打电话了他明天回答我,吾拔老表打电话了伊明朝回答吾
老公要真有了马宝宝了我该怎么办呀,老公要真有了马宝宝了吾该哪能办呀
其实我也说不上为什么！,其实吾也讲伐出为啥？
哦 对不起 让你担心了,哦，对伐起，让侬担心了
因为所以懂事的女孩子谁都会喜欢的！,因为所有懂事体呃小姑娘撒拧侪会的欢喜呃
只要你同意了就行，你同意不同意？,只要侬同意了就可以，侬同意伐？
你还是给我说狠心话吧,侬还是帮吾讲狠心闲话吧
只是想让你知道了解我更多一点明白吗,只想让侬多了解吾，更多一点，晓得伐？
既然不能在一起就早点散了,既然伐能蹲了一道就早点分了
光闲扯 忘了问你,一直瞎七搭八 忘记特问侬了
我又是怎么相信你的聊天记录。,吾又是哪能为的相信侬呃聊天记录呢。
宝贝睡觉了吗 ！,宝贝困高了伐？
到家里了没啊？宝贝！,到屋里相了没？宝贝！
我现在去网络！,吾现在去网络！
亲爱的 要睡觉了 晚安,达令要困觉了再会
我在听歌，是不是不小心弄的。,吾辣该听歌，是伐小心弄着呃。
睡吧 晚安！明天再骚扰你,困伐，明朝会，明朝再骚扰侬
你现在想我吗,侬现在想吾伐
伤了 高三和睡觉有卅关系？,伤了 高三帮困觉有撒关系？
我又不能陪你的勒？,吾又伐好陪侬了？
现在只要你活着就好！,现在只要侬活辣海就好！
你混不上了！,侬混伐上了！
你以后每个假期要来看我！,侬下趟子每个假期侪要来看吾！
你自己觉得呢？干嘛这么问？,侬自家觉着呢？做撒搿能噶问？
那不就是生气了吗？,搿伐就是生气了吗？
哦晕 实在是太搞了 怎么会突然回来,晕哦实在是忒搞了哪能会得突然之间回来呃啦
来了 出来了 大钊烦死了,来勒 出来勒 大钊烦死特额勒
看你还是不是嚣张的你自己！,看看侬还是伐是嚣张呃侬自家！
那身份证呢，好了吗，麦子收了吗。,葛末身份证呢，好了伐，麦子收了伐。
不可能，你要还骗我吗？,伐可能，侬还要再骗吾吗？
真想从这个空间消失。,真想辣该搿空间消失特。
啥话不说了，心冰凉冰凉的。,啥闲话伐讲了，心里窝色。
怎么回不来！,哪能回伐来！
还没有呢宝贝我还在等呢咋又睡不着了啊,还没呢宝贝吾在等呢哪能又困伐着啦
看来我有失眠了！,看样子吾又失眠了！
没有啊 好的呢,没呀 好呃呀
好了 去忙吧 别回了,好了 去忙吧 伐要回了
太有才了，磕睡不？,太有才了，磕睡伐？
就是我喜欢的女孩子！就是我的女朋友,就是吾欢喜呃小姑娘！就是吾呃女朋友
还有你刚说你们中学同学怎么了,还有侬讲讲那中学同学哪能啦
我要吃你弄得,吾要吃侬做呃
明天咱俩再聊吧！,明朝阿拉两家头再讲伐！
我老报怨你啥了我,吾老报怨侬啥了吾
我也要睡啦 嘻嘻,吾也要困了，嘻嘻
你们都睡觉了还是？,那侪困觉勒是伐？
你在干什么 我刚到家 对不起,侬辣做啥，吾刚到屋里向，对伐起
没有呢正在看电视呢你们准备睡觉了吗,没呢，正，现在准备看电视呢，那准备困觉了吗？
亲你个头你敢么？哈,亲侬只头侬敢么？哈
我自己看看觉得蛮好的。,吾自家看看觉得蛮好。
生气伤身体的噢！,生气伤身体噢！
睡了没有 老婆！,困了伐 老婆！
嘿嘿 明天好好看计算机吧好不,嘿嘿 明朝好好看计算机好伐
行 我两点前有时间后面就没有时间喽,好呃吾两点前有辰光后头就没辰光喽
你可以试一试呀,侬可以试一试呀
我今天下午学习了,吾今朝下半日学习了
我感觉你早晚有一天会受不了我的！,吾觉得侬早夜有呃一天会的受伐了吾呃！
来了 早点休息吧，！！！！！！,来了 早点休息伐，！！！！！！
进门了你呢学习呢,进门了，侬呢，辣搿学习吗？
亲爱的，在干什么的呢啊！,亲爱的，勒做撒啦！
不忙要睡觉了，今天也没给你短信,伐忙要困觉了，今朝啊没拨侬短信
把我的快乐给你一半！,把吾呃快乐给侬一半！
没有别的人 你可以帮我找俩个技师嘛,没别他人 侬可以帮吾寻俩个技师嘛
别我刚问你问题呢！,伐吾刚问侬问题呢！
硪怕明天体检身高的时候让把头发散下来,吾怕明朝体检身高呃辰光叫吾拿头发散下来
就在那边的树下，离你不到50米吧！,就辣埃边头呃树下头，离侬伐到五十米伐！
就是来看看你,就是来看看侬
还是学会早点儿休息呀！,还是学会早点休息呀。
还没睡，在看电视，你没喝酒吧！,还没困，辣看电视，侬没吃老酒伐！
段的电话告诉我,段呃电话告诉吾
明天把你号给她 你好好的谈噢！,明朝侬拿号拨伊侬要好好叫谈噢！
拍良心你对得起她吗？,摸良心讲侬对得起伊伐？
亲爱的 做个好梦晚安！,亲爱地，做则好梦，夜安！
恩，你也早点休息，猪猪等你电话噢！,恩，侬也早些休息，猪猪等侬电话噢！
什么意思啊 到底怎么了,啥意思啊 到底哪能了
我回来了！昨晚的问题怎么不回答我啊！,吾转来了！昨日子呀到头呃问题哪能伐回答吾啊！
上网也没意思,上网啊没意思
噢 那委屈你了 我瞌睡呢,哦，搿委屈侬了，吾瞌冲嘞。
就这么睡过去了,就搿能噶困过去了
没 你怎么还没睡,没 侬哪能还没困
我希望你幸福！,吾希望侬幸福！
没有问题，只是东西会加倍而已,没问题呃，只是物事会加倍而已
老公，做个好梦，梦见宝贝，噢。,老公，做个好梦，梦见宝贝，噢。
我在你面前有过无奈的表情吗？,吾辣侬面前有过无奈呃表情伐？
嘿嘿，你在和我开玩笑吗？,哈哈，侬勒寻吾开心啊？
玩的开心吧！,孛相了开心伐！
恩 你哪来的,恩，侬哪来了
不知道我还没追到你呢,伐晓得吾还没追到侬喃
不是 去昌吉的,伐是 去昌吉额
我又不是勺子，再说君子不夺人所爱。,吾又伐是勺子，再哪能讲君子伐夺人所爱。
不知道呀 我把西红柿给吐了,伐晓得呀 吾拿西红柿拨吐了
老婆我到了刚睡觉想你宝贝,老婆吾到了刚困觉想侬宝贝
请问 你是哪位啊！,请问 侬是啊里位啊！
我回来了给你打电话你接哦！,吾回来了拨侬打电话侬接哦！
就在药店有的吧！,就辣药店有呃伐！
那你想看见我葬送在背叛我的男人身上,那侬想看见吾葬送在背叛吾呃男拧身上
哦 那你怎么帮忙卖啊？,哦，搿侬哪能帮忙卖啊？
你难受我会心疼的。,侬难过吾心也会得痛呃。
早晨呼吸着清新的空气,早哴厢，呼吸着清新呃空气
恩哈哈说的对我情商不高 不会选择,恩哈哈讲呃对吾情商伐高伐会选择
说个地方咱们见面,讲个地方阿拉碰头
我也特想买个五十左右的单身公寓,吾也特别想买只五十左右呃单身公寓
那还说什么现在对我有感情,搿还讲撒呃现在对吾有感情
哦呵呵为什么呀？,哦呵呵为撒呀？
今天想跟你去玩，可以吗？,今朝想帮侬出去孛相，可以伐？
哦家里很忙吗你没有上班吗,哦屋里相老忙吗侬没上班吗
原谅了 想你,原谅了 想侬
我有事想问你本想白天问但没机会拉！,有事体想问侬本生想白天问呃但是没机会啦！
手机呢 明天早晨去你家要,手机呢，明朝早哴向去侬屋里向要
学的快吧乖乖睡吧,学了快伐，乖乖去困觉伐
因为我爸妈在 一会才能溜出去,因为吾爸妈啊勒搿得过特歇好溜出去
不行，爱你，她在他屋里看电视,伐来塞，爱侬，伊勒伊屋里相看电视
应该吃的不少啊！,应该吃了伐少啊！
那就明天下班了回来拿。,葛末明朝下班了回来拿。
我在看你的照片,吾嘞看侬呃照片
听他说这话估计心里小高兴了下吧,听伊讲搿闲话估计心里小高兴了一下吧
睡不着哦 咋办,困伐着哦 哪能办
汗没说梦我我说阿来,汗没讲梦话吾讲阿来呃
不换就一班你还不困吗？,伐调就一班侬还伐困吗？
现在还可以在过几天就热了。,现在还可以再过几天就热了。
谁有关节病,撒拧有关节病
我今晚通宵加班，萍儿睡得可香甜？,吾今朝夜到头通宵加班，萍儿困勒香伐辣？
静让你叔把电话打开短信看完山点,静让侬阿叔拿电话打开短信看好三点
可爱的老婆晚安了！,可爱呃老婆，晚安了！
我给你的短信也不回！,吾发拔侬呃短消息侬也不回吾！
我现在准备辞职呢！,吾现在准备辞职呢！
怎么能说是麻烦呢？,哪能好讲是麻烦呢？
恩我休息了明天要早起不要担心我知道,嗯吾休息了，明朝要早起，伐要担心吾晓得。
想和你聊聊工作的事 你总是不在线,想帮侬聊聊工作高头呃事体侬老是伐辣该线高头
恩好知道了老公,嗯好晓得了老公
我没照片，也更不喜欢照相。,吾没照片，也更加伐欢喜拍照片。
我就要下班了,吾就要下班了
怎么会变老呢,哪能会的变老呢
那你回去咋办呀？,葛末侬回去哪能办啊？
只有看看明天怎样 腿也发涨,只有看看明朝哪能，腿也发涨了
看来真不想和我在一起了！,看样子真呃伐想帮吾登一道了！
还没睡。你呢，妹妹，干吗呢？,还没困觉。侬呢，妹妹，辣该做啥呢
还没呢，还要过会啦，怎么想我啦,还没唻，要过特歇唻，哪能想到吾了啦？
眼睛又打架了 好像又打了,眼睛又打相打了好像又打了
细小有没有给你带来快乐？,细小有伐有特侬带来快乐？
要的是人民币啊！,要呃是人民币啊！
宽容 大度与理解 老婆你还在生气吗？,宽容 大度 与理解 老婆侬还辣生气伐？
我一定永远打电话你,吾一定会得永远打电话拔侬
恋爱结婚都是两个人的事情。,恋爱结婚侪是两个人呃事体。
我看书呢 哪能一直和你聊啊！,吾看书喃 哪能一直跟侬聊啊！
更多的是我自己都可怜我自己啊,更多呃是吾自家侪可怜吾自家啊
好的！听你的！不过俺这几天也特想你,好呃！听侬呃伐吾搿两天啊特别想侬
你说什麽勒？我妈在那啊,侬讲啥物事啊？阿拉娘辣埃面搭
李达中超级大乐透一等奖！,李达中了超级大乐透一等奖！
们只能用短信聊会了哦,们只好用短信聊西咯
你也一样好好睡觉吧,侬啊一样好好困觉伐
不用你交，我不是交不起,伐用侬交，吾又伐是叫伐起。
呵呵太谢谢了真麻烦了！,呃忒谢谢了真麻烦了！
我以你为荣！,吾以侬为荣！
把我刚发的短信息删除！,拿吾刚刚发呃短消息删除特！
忙吗？小斌已经安排好了,忙伐？小斌已经安排好了
还好啦！谢谢老婆！,还好啦！谢谢老婆！
恩 说对了 你来吧！,恩 讲对了侬来伐
瑞我进院子了,瑞，吾进院子了
老婆 老公刚忙完吃了饭！亲亲,老婆 老公刚忙好吃了饭！亲亲
笨蛋正是因为今年票紧张才这样买的！,戆大就是因为今年子，票紧张，才搿能噶卖呃！
真的是在开玩笑,真呃勒该开玩笑
晚上不行 白天可以,夜到头伐来塞，白天可以
是不是尼曼 不是的话我就不知道了！,是伐是尼曼，伐是呃，闲话吾就伐晓得了！
撒东西不删,啥物事伐删
蜂蜜水解酒呢！,蜂蜜水解酒呃！
我想她性格是不是很内向,吾想伊性格是伐是很内向
明天十点去新村大酒店们口！说好了！,明朝十点到新村大酒店门口！讲好了！
懒虫 还在看电影吗,懒虫 还辣看电影伐
我，你姐夫的朋友，明天接你哥不去吗？,吾，侬姐夫呃朋友，明朝接侬阿哥伐去啊？
你看到我短信没？,侬看到吾发呃短信伐啦？
我在那边房子和我妈聊天呢！,吾辣该埃面房子，高阿拉呣妈聊天呢。
如果睡了，呢晚安。,如果困觉了，葛末晚安。
要别人说好才算数的吧！,要拧家讲好才算数呃吧！
亲爱德老公我知道了！,亲爱呃老公吾晓得了！
真的阿 这么大了还受这个约束！,真啊 介大了还要受搿约束！
没有 什么心烦的事我都忘记得！,没 撒呃烦心呃事体吾侪忘记特！
好了 早点睡吧！,好了早点困伐！
你说我看了我还不给你回么,侬讲吾看了吾还伐拨侬回吗
很有诚意啊 你说怎么就有诚意了,老有诚意啊。侬讲哪能就有诚意了
臭轩轩在干嘛,臭轩轩勒做撒？
我拼了命的想转变以前在你朋友心中,吾拼了命的想转变老早在侬朋友心中
哈哈哈哈爱你晚安免回,哈哈爱侬晚安伐要回呃
那你睡吧！我想你了 祝我明天顺利吧,搿侬困高伐！吾想侬了，祝吾明朝顺利伐！
能和你交朋友吗？,好帮侬交朋友伐？
你为他做的还不够多么！,侬为伊做呃还伐够多吗！
你都还行！我得睡觉了！可以不,侬还拉塞！吾得困觉了！可以伐
我真的想离开你，太累了，你累我也累,吾真呃想离开侬，忒吃力了，侬吃力吾阿吃力
我对你的佩服之情如涛涛江水,吾对侬呃佩服之情如涛涛江水
所以我也只能回,所以吾啊只能回
是啊！洗完了吧,是呃！汏好勒伐
哈哈，为这个要记老公一辈子呀！,哈哈，为搿呃要记老公一辈子呀！
呵呵 ，算了吧！,呵呵 ，算了伐！
你也不能对不起我！,侬也伐好对伐起吾！
我也你们一起喝酒，可以不可以？,吾帮那一到吃老酒，可以伐？
还没有睡吗亲爱的,还没困伐亲爱的
如果你在忙就告诉我一声！,假使侬辣忙就告诉吾一声！
长篇小说开始了 别睡着了昂,长篇小说开始了伐要困着了
出去了 还没回来,出去了 还没回来
就当这个可以让我乐吧！,就当搿饿号让吾开心伐
哪个国家都一样么！,每个国家侪一样！
不明白，不明白了,伐明白，伐明白了
中午你让我去了吗,中哴相侬让吾去了吗
对你的爱说不完，就说到这吧！,对侬呃爱讲伐光，就讲到搿饿！
昨天骑车结个电话没装好走路上掉的,昨日骑车结个电话没装好走路上掉的
为什么总逃避我,为啥老逃避吾
昨天没睡好今天眼睛肿的都不行了,昨日没困好今朝眼睛肿嘞侪伐来塞了
时间长了给你发出个问候,辰光长了跟侬发出个问候
宝贝蛋，我往家走了，不要难受,宝贝蛋，吾往屋里相走了，伐要难过
在车上特难受 老惶的睡不着,辣海车子高头老难过呃，晃呃困伐着
恩 呵呵 我今天没上班！,嗯，呵呵，吾今朝没上班！
那你就呆在家吧！,介侬就呆在屋里伐！
玲你现在不知是怎么想的？,玲侬现在伐晓得是哪能想呃
他肯定拿我的工资卡刷的！,伊肯定拿吾呃工资卡刷！
老曹今天回家没有呀！,老曹今朝有伐有回只屋里相！
有人给莪打电话麽,有拧打吾电话伐
你再上下看看网名是撒,侬再看一记看看网名是啥物事
那你那里看得出来我是坏男人了阿？呵呵,葛侬从埃里的看得出来吾是坏男宁了阿？呵呵
你不说你怎么知道 你说说吗,侬伐讲侬哪能晓得侬讲讲伐
这个相片不是你吧？,搿张相片伐是侬呃伐？
我一会就准备洗了睡,吾过特一些就准备汏汏困高了
还以为你发错人了,吾还当侬发错特拧了
姐 打电话干什么,阿姐打电话做啥
呵呵呵呵想我没。,呵呵呵想吾伐。
我从没觉得朋友会麻烦，尤其是你 呼呼,吾从来没觉着朋友会的麻烦，尤其是侬
那是我想早晨第一个看到你的信息,那吾想早哴向第一个看到侬呃信息
这周六就有,这礼拜六就有
你明天几点下课,侬明朝几点下课
那样婷会很难过的！,搿样子婷会老难过呃！
愿你生活更美好！,愿侬生活更加美好！
别喝的找不到回家的路,伐吃呃来寻伐到回去呃路
哈哈哈哈哈哈哈哈哈哈哈哈哈哈,哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哥 你是不是觉的我很无情,阿哥 侬是伐是觉的吾老无情
谢谢你这么好的主意,谢谢侬介好呃主意
没有 感冒了,没有 感冒了
你怎么知道，我想你了,侬哪能晓得呃吾想侬了
就是学的东西太多了！,就是学呃物事忒多了！
是我很想知道啊！,是吾老想晓得额呀！
不许反悔 你是我的 你要回和我一起！,伐许反悔 侬是吾呃 侬要帮吾登了一道！
我到了 接的周渤 你到家给我震铃,吾到了 接呃周渤 侬到了屋里相拨吾震铃
我还是喜欢原来的你！,吾还是欢喜原来呃弄！
今天告诉你了啊。,今朝告诉侬啊。
我爱你但是我希望你我把这份爱藏在心里,吾爱侬但是吾希望侬那吾搿份爱藏了心里想
鹏，最近好吗？暑假回家吗？,鹏，最近好伐？暑假回去伐？
你就打算这样对我不关不问了吗？,侬就打算搿能葛对对吾伐关心吾伐问吾了咯？
我无聊的很！有事就说吧！,吾老无聊呃！有事体就讲吧！
你在那里我现在在你店里,侬辣海啥地方 吾现在辣海侬店里向
我没收到你前面发的短信,吾没收到侬前头发呃短信
我在不恰当的时候说不恰当的话呗！,吾勒伐恰当呃辰光讲伐恰当呃话咯！
是啊 我本来内容就不多,是啊 吾本来内容就伐多
没事了，睡觉吧。,没事体了，困觉伐。
现在不可能的 是不是开玩笑的？,现在伐可能呃，是伐是开玩笑
不过有点困了 估计等会儿就睡了吧！,伐过有点瞌睡了 估计过特一歇就困着了
又在上网，还不休息吗,又辣该上网，还伐休息吗
爱你 用我一颗减的心,爱侬 用吾一颗减呃心
没有啊我看我爸呢,没吾辣看阿拉爷呢
哦 这的饭太难吃了一点味道都没有,哦 搿饭忒难吃了一点味道侪没
我觉定作你女朋友啦！呵！,吾决定做侬呃女朋友了！
什么叫也许，想就是想，想给我说什么吗,撒叫可能，想就是想，想帮吾讲撒物事啦
雨露 你天天这么晚睡吗,雨露 侬天天介晚困吗
问你话还回答呢？,问侬闲话也伐回答？
我好啦 不用注意那么多啦哈哈我睡了,吾好了伐要注意介西多了哈哈吾困了
晚安！爱你的宝贝,晚安！爱侬呃宝贝
只能收短信和接电话,只好收短信帮接电话
可别说你在想我！,伐要帮吾讲侬辣想吾哦！
大王早晚要让你气晕过去,大王早夜要让侬气晕过去
你和她聊完了没有呀！,侬帮伊聊好了伐啦！
恩 知道了谢谢老婆,恩 晓得了谢谢老婆
困了就睡吧！别太累了。,吃力了就困伐！伐要忒吃力。
怎么会重男轻女啊！,哪能会的重男轻女啊！
我给你这个特权了,吾拨侬搿只特权了
快睡啦！我俩不用说这个,快点困！阿拉俩家头伐用讲搿饿
不许搭理那些闲的慌的人哈！,伐许搭理埃眼没事体做呃拧哈！
睡吧 做个好梦！,困伐 做个好梦！
到了，早点休息吧！,到了，早眼休息伐！
现在小孩玩的东西真复杂,现在小朋友孛相物事真呃老复杂呃
你知道我是谁吗我是你姨娘,侬晓得吾是啥拧伐吾是侬阿姨
阿，这回拿不上麽？,阿，搿趟拿伐到麽？
你睡啦！好好睡。我爱你老婆,侬困觉啦！好好困。吾爱侬老婆
是什么型号 我也是三星的,撒呃型号 吾也是三星呃
只有你和你弟两个吗？,只有侬帮侬阿弟两家头伐？
你睡觉了吗！忘了把杀虫剂给你了,侬困了伐！忘记特拿杀虫剂拨侬了
老公我去的小荒村看的呀！,老公吾去呃小荒村看呃呀！
我刚接电话呢，我现在上网,吾刚接着电话呢，吾辣海上网
自己做得事，把自己还撇呢么清。,自家做呃事体，还拿自家撇了介清爽。
那好好休息吧！晚安！,那好好休息！晚安！
你在干什么吗？接不料电话,侬辣做啥？接伐着电话
我不想你了 你是谁？,吾伐想侬了，侬是撒拧？
本来我们现在谁都不理谁！,本身阿拉现在撒拧啊伐睬撒拧！
我的一个轮胎报废了,吾呃一只轮胎报废了
挂科了就不请你了。,挂科了就伐请侬了。
好我全听你的 以后不在打麻将了！,好吾侪部听侬呃 下趟再也伐打麻将了！
把开启语音的对构去掉,拿打开语音呃对构去特
发信息好吗 我给你答,发信息好伐 吾帮侬答
呵呵你努力就好,呵呵侬努力就好
我都洗漱完毕了上床睡觉喽，晚安！,吾浴也汏好了到床高头就困觉了，晚安！
好了不聊了 我再看会书就睡了,好了伐聊了，吾再看些书就困了。
要到派出所弄 中午就过去！,要到派出所弄 中哴向就过去！
还行吧！我觉得吸引你好，你呢？姐,还可以伐！吾觉着吸引侬好，侬呢？阿姐
不考公务员了啊？,伐考公务员了啊？
星期五请我喝酒吧？,礼拜五请吾吃老酒伐？
在的话我现在下楼去拿,辣海闲话吾现在下楼去拿
老婆 我先觉觉了,老婆 吾先觉觉了
人生没有所有权 只有使用权！,人生没所有权 只有使用权！
在上网，把我的那张照片给我删了,了该上网，把吾一张照片拨吾删特了
工作顺利把！,工作顺利伐！
哎 ，要不我去接你？,哎葛末吾去接侬
呵呵 或许把！,呵呵 有可能吧！
你的信息也是才收到的,侬呃信息也是侪收到呃
我真的不知道了怎么办你管才能接受我。,吾啊伐晓得哪能办侬才能接受吾。
逃离不是办法 对待困难你强她就弱,逃离伐是办法，对待困难侬强伊就弱
真的 我第一次遇到你这么好人,真呃 吾第一趟遇到侬介好呃拧
爱情不是一个人说的了的吧！,爱情伐是一个人讲的算呃
等没电了一删不就好了嘛！,等没电了一删伐就好勒吗！
还有，我们每次竞想着离开，分开。,还有，阿拉每趟竞然辣该想了离开，分开。
星期五下午备勤有什么事,礼拜五下半日备勤有啥事体
